size,bold,italic,text_len,num_prefix,is_larger_than_common_font,text_case,is_bulleted,text,label
11,0,0,75,0,0,sentence,0,One point of entry for themselves and their clientele to quality electronic,P
11,0,0,75,0,0,lower,0,"resources and services that support and enhance their collections, programs",P
11,0,0,12,0,0,lower,0,and services,P
11,0,0,78,0,0,sentence,0,"The opportunity to show case their local community, collections, services, and",P
11,0,0,9,0,0,lower,0,expertise,P
11,0,0,79,0,0,sentence,0,"The opportunity to gain from the provincial, collaborative partnership in order",P
11,0,0,63,0,0,lower,0,to provide a seamless gateway to digital resources and services,P
11,1,0,41,0,0,mixed,0,For the Ontario government it could mean:,H3
11,0,1,80,0,0,mixed,0,"A point of entry to information services and resources for all Ontario citizens,",P
11,0,0,33,0,0,lower,0,connecting to portal initiatives.,P
11,0,0,74,0,0,mixed,0,Support of the Ontario E-Learning strategy through a collaborative digital,P
11,0,0,72,0,0,mixed,0,library initiative that positions Ontario on the global e-learning scene,P
11,0,0,71,0,0,sentence,0,Improved access and flexibility for all students at all ages and stages,P
11,0,0,46,0,0,mixed,0,(supports Ontarios lifelong learning strategy),P
11,0,0,78,0,0,sentence,0,The opportunity to address emerging job skills shortages and facilitate school,P
11,0,0,69,0,0,lower,0,to work and job to job transitions with the necessary information and,P
11,0,0,28,0,0,lower,0,knowledge supports and tools,P
11,0,0,92,0,0,mixed,0,ODL will be an incorporated non-profit organization governed by a Board of Directors elected,P
11,0,0,88,0,0,mixed,0,by a voting membership. The Board will include representatives from all stakeholders. We,P
11,0,0,85,0,0,mixed,0,envision a governance model similar to that prepared for the provinces ORION network.,P
11,0,0,89,0,0,sentence,0,"More information regarding the envisioned phasing, funding and resources required for the",P
11,0,0,35,0,0,mixed,0,ODL can be found in the appendixes.,P
12,1,0,33,0,1,mixed,0,The Business Plan to be Developed,H2
11,0,0,88,0,0,mixed,0,The business plan which needs to be developed for the ODL must be a formal business plan,P
11,0,0,81,0,0,mixed,0,"that documents and clearly communicates the ODLs services, funding and governance",P
11,0,0,90,0,0,lower,0,"structures, as well as implementation plans for 2004-2005, and operational plans for 2005-",P
11,0,0,87,1,0,mixed,0,"2007. The planning process must also secure the full commitment of all stakeholders, as",P
11,0,0,38,0,0,mixed,0,represented on the Steering Committee.,P
11,0,0,45,0,0,sentence,0,"Specifically, the business plan must include:",P
11,0,0,55,0,0,mixed,0,"how the ODL will be implemented, including the timeline",P
11,0,0,41,0,0,lower,0,the financial plan for the implementation,P
11,0,0,90,0,0,lower,0,"the financial plan for the first 2 operating years, including capital and operating costs,",P
11,0,0,14,0,0,lower,0,"revenues, etc.",P
11,0,0,57,0,0,lower,0,a financial forecast for the succeeding 2 operating years,P
11,0,0,52,0,0,mixed,0,the services and products to be delivered by the ODL,P
11,0,0,68,0,0,mixed,0,how the ODL will operate and be managed following the implementation,P
11,0,0,78,0,0,lower,0,"who will be involved, and what their role/responsibility will be, for both the",P
11,0,0,37,0,0,lower,0,implementation and operational stages,P
7.6,1,1,57,0,0,mixed,0,RFP: To Develop the Ontario Digital Library Business Plan,P
7.6,1,1,10,0,0,sentence,0,March 2003,P
9,1,1,4,0,0,mixed,0,6666,P
11,0,0,49,0,0,mixed,0,the marketing and communications plan for the ODL,P
11,0,0,60,0,0,lower,0,the commitment of all stakeholders to their responsibilities,P
11,0,0,90,0,0,sentence,0,The process of developing this business plan must be extremely consultative to ensure that,P
11,0,0,90,0,0,mixed,0,all stakeholders are engaged in creating a synergistic ODL organization. The proposal must,P
11,0,1,58,0,0,lower,0,indicate how this consultative process will be approached.,P
11,0,0,86,0,0,mixed,0,"The business plan for the ODL must address significant issues. There are, for example,",P
11,0,0,90,0,0,lower,0,enormous differences in the financial resources available to libraries mandated to provide,P
11,0,0,93,0,0,mixed,0,"similar services. Some post-secondary and public libraries, particularly those in large urban",P
11,0,0,95,0,0,lower,0,"areas, have the facilities, funding and technological infrastructure necessary to service their",P
11,0,0,94,0,0,mixed,0,"patrons with electronic services and resources. Many others, particularly in rural regions, do",P
11,0,0,68,0,0,mixed,0,not. The proposal must indicate how these issues will be approached.,P
12,1,0,10,0,1,sentence,0,Milestones,H2
11,0,1,56,0,0,mixed,0,1) A preliminary report will be issued during June 2003.,P
11,0,1,90,0,0,mixed,0,"2) It is expected that an Interim Report, suitable for distribution to the broader library",P
11,0,1,83,0,0,mixed,0,"community will be available by August 1, 2003 and that there will be an opportunity",P
11,0,1,30,0,0,lower,0,for responses to be evaluated.,P
11,0,1,81,0,0,mixed,0,3) The business plan must be completed and approved by the ODL Steering Committee,P
11,0,1,33,0,0,mixed,0,"no later than September 30, 2003.",P
12,1,0,43,0,1,mixed,0,Approach and Specific Proposal Requirements,H2
11,0,0,91,0,0,sentence,0,The firm/consultant (or proposed team of consultants) will be expected to work closely with,P
11,0,0,85,0,0,mixed,0,the ODL Steering Committee. Terms of reference for the Committee are in the appendix.,P
11,0,0,94,0,0,sentence,0,"Given the consultative nature of this business planning process, the firm/consultant will also",P
11,0,0,89,0,0,lower,0,be expected to travel and communicate regularly with various stakeholders as well as with,P
11,0,0,39,0,0,lower,0,electronic resource publishers/vendors.,P
11,0,0,54,0,0,sentence,0,The proposal should include the following information:,P
11,0,0,30,1,0,lower,0,a) name of the firm/consultant,P
11,0,0,81,1,0,lower,0,"b) names of those individuals who will be engaged in this project, their specific",P
11,0,0,71,0,0,lower,0,responsibilities on this project and relevant experience/qualifications,P
11,0,0,85,1,0,lower,0,c) description of similar engagements that highlight the firms experience in business,P
11,0,0,44,0,0,lower,0,planning and building stakeholder commitment,P
11,0,0,65,1,0,lower,0,d) references with details of work completed for these references,P
11,0,0,82,1,0,lower,0,"e) description of the approach that will be used for completing the business plan,",P
11,0,0,20,0,0,lower,0,including a timeline,P
11,0,0,91,1,0,lower,0,"f) cost to complete the study including estimated expenses (i.e.: travel, etc.) and payment",P
11,0,0,9,0,0,lower,0,structure,P
7.6,1,1,57,0,0,mixed,0,RFP: To Develop the Ontario Digital Library Business Plan,P
7.6,1,1,10,0,0,sentence,0,March 2003,P
9,1,1,4,0,0,mixed,0,7777,P
12,1,0,35,0,1,mixed,0,Evaluation and Awarding of Contract,H2
11,0,0,100,0,0,sentence,0,The contract will be awarded to the bidder whose submission offers the best value; the contract will,P
11,0,0,98,0,0,mixed,0,not necessarily be awarded to the lowest bidder. We reserve the right not to award the contract to,P
11,0,0,75,0,0,mixed,0,any of the bidders responding to this RFP and we may seek further response.,P
11,0,0,88,0,0,sentence,0,"Specifically, proposals will be evaluated proposals according to the following criteria:",P
11,0,0,88,0,0,sentence,0,Quality of the proposal /approach outlined for undertaking the business planning process,P
11,0,0,23,0,0,sentence,0,Demonstrated experience,P
11,0,0,24,0,0,sentence,0,"Cost, including expenses",P
11,0,0,38,0,0,sentence,0,Timeline and projected completion date,P
11,0,0,66,0,0,mixed,0,Other relevant factors as determined by the ODL Steering Committee,P
11,0,0,80,0,0,mixed,0,Questions regarding this RFP should be directed by e-mail only to Michael Ridley,P
11,0,0,22,0,0,lower,0,(mridley@uoguelph.ca).,P
11,0,0,94,0,0,mixed,0,Bidders are asked not to contact any other member of the ODL Catalyst Team or the ODL Steering,P
11,0,0,10,0,0,sentence,0,Committee.,P
7.6,1,1,57,0,0,mixed,0,RFP: To Develop the Ontario Digital Library Business Plan,P
7.6,1,1,10,0,0,sentence,0,March 2003,P
9,1,1,4,0,0,mixed,0,8888,P
12,1,0,43,0,1,mixed,0,Appendix A: ODL Envisioned Phases & Funding,H2
10,1,0,26,0,0,mixed,0,Phase I: Business Planning,H3
10,1,0,35,0,0,mixed,0,Timeline: March 2003 September 2003,H3
10,1,0,96,0,0,mixed,0,"Funding Requested: ~$100,000 jointly funded by stakeholder groups and the provincial government.",H3
10,1,0,29,0,0,mixed,0,Result: The ODL business plan,H3
10,0,0,104,0,0,mixed,0,"The first phase will be to build the ODL business plan. This plan will clearly define the ODLs services,",P
10,0,0,101,0,0,mixed,0,"funding and governance structures, as well as implementation plans for 2003-2005. It will also secure",P
10,0,0,99,0,0,mixed,0,the full commitment of all stakeholders and scope the operational plan for ODL for 2006 and beyond.,P
10,0,0,102,0,0,sentence,0,"Given the number and diversity of stakeholders involved, the business planning process must be a fully",P
10,0,0,102,0,0,mixed,0,consultative approach. To ensure that the planning results in a workable plan with the full commitment,P
10,0,0,92,0,0,lower,0,"of all stakeholders it must have competent, dedicated staffing and monies for the travel and",P
10,0,0,63,0,0,lower,0,communication components so critical in a consultative process.,P
10,1,0,40,0,0,mixed,0,Phase II: Implementing and Transitioning,H3
10,1,0,34,0,0,mixed,0,Timeline: April 2004 December 2006,H3
10,1,0,93,0,0,mixed,0,Funding Requested: Funding from other states and provinces suggest that the ODL could receive,H3
10,0,1,102,0,0,mixed,0,"funding of up to $50 Million (over 3 years). Funding to be provided partnership of government, library",P
10,0,1,42,0,0,lower,0,stakeholders and other interested parties.,P
10,1,0,44,0,0,mixed,0,Result: The ODL is implemented and validated,H3
10,0,0,95,0,0,mixed,0,The second phase will be to implement the ODL based on the business plan. This phase recognizes,P
10,0,0,100,0,0,mixed,0,that for ODL to be optimally successful libraries must transition to a new way of doing business and,P
10,0,0,103,0,0,mixed,0,providing services. The transition must occur while libraries continue to provide existing services and,P
10,0,0,100,0,0,mixed,0,"respond to current challenges. This implementation phase will funded by a partnership of government,",P
10,0,0,90,0,0,mixed,0,library stakeholders and other interested parties as a means to quickly jumpstart the ODL.,P
10,0,0,105,0,0,sentence,0,The seed money requested will allow libraries to realign their budgets and services as the infrastructure,P
10,0,0,100,0,0,mixed,0,"and content of the ODL is created and secured. Some of the funding will be new money, although there",P
10,0,1,97,0,0,lower,0,is every indication that existing budgets and methods of operating may be modified as a result of,P
10,0,1,100,0,0,mixed,0,"recommendations. During this phase the polices, procedures, governance structures and accountability",P
10,0,0,101,0,0,mixed,0,"mechanisms of the ODL will be put in place. Pilot projects will be initiated, evaluated and expanded.",P
10,0,0,104,0,0,sentence,0,"Information resources will be identified, contracts for these resources will be negotiated and resources",P
10,0,0,98,0,0,mixed,0,will be made deployed through the ODL. Regular evaluation during this phase will ensure the ODL is,P
10,0,0,67,0,0,lower,0,achieving its objectives and is accountable to its key communities.,P
10,1,0,40,0,0,mixed,0,Phase III: Operating and Growing the ODL,H3
10,1,0,24,0,0,mixed,0,Timeline: January 2007 -,H3
10,1,0,69,0,0,mixed,0,Funding: $50 Million annually ($35 Million requested from government),H3
10,1,0,52,0,0,mixed,0,Result: The ODL is fully operational and sustainable,H3
10,0,0,104,0,0,mixed,0,In the third phase the ODL moves into the operational stage. Ontarians will experience the full benefits,P
10,0,0,100,0,0,mixed,0,of the initiative and libraries will consolidate support around the ODL to grow resources and extend,P
7.6,1,1,57,0,0,mixed,0,RFP: To Develop the Ontario Digital Library Business Plan,P
7.6,1,1,10,0,0,sentence,0,March 2003,P
9,1,1,4,0,0,mixed,0,9999,P
10,0,0,106,0,0,mixed,0,capabilities. The challenge is to secure resources sufficient to both sustain the original investments and,P
10,0,0,19,0,0,mixed,0,to enhance the ODL.,P
10,0,0,102,0,0,mixed,0,The ongoing funding of the ODL will be based on a partnership model involving all the key participants,P
10,0,0,107,0,0,mixed,0,"(i.e. government, libraries, donors, public and private sectors). All participants (i.e. beneficiaries) are",P
10,0,0,104,0,0,mixed,0,expected to make financial contributions to the ODL. It is important in achieving the full impact of the,P
10,0,0,95,0,0,mixed,0,"ODL on Ontarios economy, society and learning support that all library sectors are participants",P
10,0,0,53,0,0,lower,0,"(university, colleges, public libraries and schools).",P
10,0,0,99,0,0,sentence,0,"The proposed funding model requires a continuing government investment, but also recognizes that as",P
10,0,0,92,0,0,mixed,0,the ODL matures a growing share of ODL funding will come from libraries and non-governmental,P
10,0,0,99,0,0,mixed,0,sources. During the 3-year implementation phase (2004 2006) libraries will realign their budgets to,P
10,0,0,95,0,0,mixed,0,enable ongoing funding contributions to ODL. During the same period ODL must build the proposed,P
10,0,0,102,0,0,mixed,0,endowment and secure public and private sector gifts and/or in-kind contributions. The following chart,P
10,0,0,61,0,0,mixed,0,outlines the model. This model is based on these assumptions:,P
10,0,0,2,1,0,mixed,0,1,P
10,0,0,64,0,0,mixed,0,that ODL expenditures will increase by 50% over a 10 year period,P
10,0,0,2,1,0,mixed,0,2,P
10,0,0,80,0,0,lower,0,that government funding will decrease from 70% to 45% during that 10 year period,P
10,0,0,2,1,0,mixed,0,3,P
10,0,0,93,0,0,lower,0,"that library contributions, endowment and gifts/in-kind funding will increase from 30% to 55%",P
10,0,0,22,0,0,lower,0,during the same period,P
10,1,0,29,0,0,upper,0,OVERVIEW OF ODL FUNDING MODEL,H3
12,1,0,14,0,1,mixed,0,Funding Source,P
10,0,0,10,0,0,sentence,0,Government,P
10,0,0,9,0,0,sentence,0,Libraries,P
10,0,0,9,0,0,sentence,0,Endowment,P
10,0,0,13,0,0,mixed,0,Gifts/In-Kind,P
10,1,0,12,0,0,upper,0,TOTAL ANNUAL,P
12,1,0,4,0,1,mixed,0,2007,P
10,0,0,10,0,0,upper,0,$35M (70%),P
10,0,0,10,0,0,upper,0,$10M (20%),P
10,0,0,10,0,0,upper,0,$4.5M (9%),P
10,0,0,10,0,0,upper,0,$0.5M (1%),P
10,0,0,4,0,0,upper,0,$50M,P
12,1,0,4,0,1,mixed,0,2017,P
10,0,0,13,0,0,upper,0,$33.75M (45%),P
10,0,0,12,0,0,upper,0,$22.5M (30%),P
10,0,0,10,0,0,upper,0,$15M (20%),P
10,0,0,11,0,0,upper,0,$3.75M (5%),P
10,0,0,4,0,0,upper,0,$75M,P
10,0,0,103,0,0,mixed,0,"While the private sector will be invited to participate in the ODL through the endowment, gifts and in-",P
10,0,0,101,0,0,mixed,0,"kind contributions, the ODL will also explore compatible commercial services which leverage the reach",P
10,0,0,46,0,0,mixed,0,of the ODL and help to offset operating costs.,P
10,0,0,97,0,0,mixed,0,A $50M budget leverages the consortium buying power of the provinces libraries to secure the best,P
10,0,0,105,0,0,mixed,0,"prices for information resources, the widest accessibility and the most favourable contracts. A budget of",P
10,0,0,107,0,0,lower,0,this nature will ensure a core digital collection of sufficient scope and coverage to address a substantial,P
10,0,0,101,0,0,mixed,0,amount of the wide and diverse information and learning needs of the citizens of Ontario (an overview,P
10,0,0,95,0,0,mixed,0,of the nature of the ODL digital collection is appended). The proposed ODL expenditures in 2006,P
10,1,1,45,0,0,lower,0,represent an investment of $5.00 per citizen.,P
10,0,0,108,0,0,mixed,0,It is important to recognize that every new dollar per citizen invested in the Ontario Digital Library has a,P
10,0,0,96,0,0,lower,0,double benefit: it supports a province-wide library of high quality information resources and it,P
10,0,0,105,0,0,mixed,0,strengthens every local library in Ontario by allowing them to reinvest existing dollars in new resources,P
10,0,0,99,0,0,mixed,0,that enhance local services. This multiplier means that for every dollar invested in ODL the return,P
10,1,1,47,0,0,mixed,0,on investment is worth $2 of value for Ontario.,P
7.6,1,1,57,0,0,mixed,0,RFP: To Develop the Ontario Digital Library Business Plan,P
7.6,1,1,10,0,0,sentence,0,March 2003,P
9,1,1,8,0,0,mixed,0,10101010,P
12,1,0,11,0,1,mixed,0,Appendix B:,H2
12,1,0,41,0,1,mixed,0,ODL Steering Committee Terms of Reference,H2
10,1,0,11,1,0,mixed,0,1. Preamble,H3
10,0,0,101,0,0,mixed,0,Implementation of the Ontario Digital Library (ODL) requires a detailed business plan to be developed,P
10,0,0,87,0,0,mixed,0,and supported by its diverse stakeholder communities (see: www.odl.on.ca). The business,P
10,0,0,93,0,0,mixed,0,"development planning and commitment process will be overseen by a Steering Committee, who are",P
10,0,0,71,0,0,mixed,0,accountable to potential ODL funders including the Province of Ontario.,P
10,1,0,21,1,0,mixed,0,2. Terms of Reference,H3
10,0,0,94,0,0,mixed,0,"In broad terms, the ODL Business Plan Steering Committee is responsible for development of the",P
10,0,0,92,0,0,mixed,0,"business plan, securing sector support, and management of the planners and process. Specific",P
10,0,0,25,0,0,lower,0,responsibilities include:,P
10,0,0,101,1,0,mixed,0,"2.1 developing a detailed business plan for the three-year implementation phase of the ODL, including",P
10,0,0,89,0,0,lower,0,"governance, management, funding model and structure, organizational structure, marketing,",P
10,0,0,25,0,0,lower,0,"staffing, and evaluation;",P
10,0,0,100,1,0,lower,0,"2.2 consulting with and reporting to stakeholder communities, to ensure open, consistent and two-way",P
10,0,0,90,0,0,lower,0,"communication, and to ensure meaningful opportunities for stakeholder input into decision-",P
10,0,0,7,0,0,lower,0,making;,P
10,0,0,52,1,0,lower,0,2.3 recruiting and managing the business planner(s);,P
10,0,0,96,1,0,lower,0,"2.4 defining terms of reference and resource parameters for business planner(s), and authorizing",P
10,0,0,13,0,0,lower,0,expenditures;,P
10,0,0,67,1,0,lower,0,2.5 serving as a focus group for business planner(s) to test ideas;,P
10,0,0,98,1,0,lower,0,2.6 providing signoff for business planner(s) at key decision points of business plan development;,P
10,0,0,99,1,0,lower,0,"2.7 securing commitment from library, government, and institutional stakeholders for implementation",P
10,0,0,21,0,0,lower,0,of the business plan;,P
10,0,0,43,1,0,lower,0,2.8 presenting the business plan to funders,P
10,0,0,96,1,0,mixed,0,2.9 undertaking advocacy efforts to promote the ODL to the broader communities including library,P
10,0,0,26,0,0,lower,0,and education communities.,P
10,1,0,13,1,0,mixed,0,3. Membership,H3
10,0,0,101,0,0,mixed,0,"Each of the four sectors, Schools, Colleges, Universities, and Public Libraries can appoint up to two",P
10,0,0,41,0,0,lower,0,representatives to the steering committee,P
10,0,0,12,1,0,mixed,0,3.1 Schools:,P
10,0,0,90,0,0,mixed,1,- Ontario School Library Association (OSLA) and The Association of Library Consultants and,P
10,0,0,84,0,0,mixed,0,Coordinators of Ontario (TALCO) (Executive Council of OSLA to name representative in,P
10,0,1,24,0,0,mixed,0,consultation with TALCO),P
10,0,0,17,1,0,mixed,0,3.2 Universities:,P
10,0,0,63,0,0,mixed,1,- Ontario Council of University Libraries (OCUL) (OCUL to name),P
10,0,0,13,1,0,mixed,0,3.3 Colleges:,P
10,0,0,84,0,0,mixed,1,"- Bibliocentre, and Heads of Libraries and Learning Resources (UAG and HLLR to name)",P
10,0,0,21,1,0,mixed,0,3.4 Public libraries:,P
10,0,0,93,0,0,mixed,1,"- Administrators of Medium-sized Public Libraries of Ontario (AMPLO), Administrators of Rural",P
10,0,0,87,0,0,mixed,0,"Urban Public Libraries of Ontario (ARUPLO), Administrators of Small Public Libraries of",P
10,0,0,88,0,0,mixed,0,Ontario (ASPLO) and Chief Executives of Large-sized Public Libraries of Ontario (CELPLO),P
10,0,0,55,0,0,mixed,0,"(Executives of AMPLO, ARUPLO, ASPLO and CELPLO to name)",P
7.6,1,1,57,0,0,mixed,0,RFP: To Develop the Ontario Digital Library Business Plan,P
7.6,1,1,10,0,0,sentence,0,March 2003,P
9,1,1,8,0,0,mixed,0,11111111,P
10,0,0,95,1,0,mixed,0,3.5 Ontario Library Association representative (ex-officio) (OLA to appoint one representative),P
10,0,0,91,0,0,mixed,1,- Role of the OLA ex-officio member: To act as a liaison between the steering committee and,P
10,0,0,94,0,0,mixed,0,"the OLA Board, and to assist the chair with the administrative responsibilities connected with",P
10,0,0,66,0,0,lower,0,"the preparation of the business plan, finance, and communications.",P
10,0,0,94,1,0,mixed,0,"3.6 It is anticipated that as planning for the ODL evolves, the Steering Committee may, at its",P
10,0,0,68,0,0,lower,0,"discretion, call on invited experts to advise on issues as required.",P
10,1,0,35,1,0,mixed,0,4. Appointment Criteria and Process,H3
10,0,0,94,1,0,mixed,0,4.1 Groups and organizations named in Section 3 above are responsible for appointing up to two,P
10,0,0,42,0,0,mixed,0,representatives to the Steering Committee.,P
10,0,0,3,1,0,mixed,0,4.2,P
10,0,0,66,0,0,sentence,0,Desired characteristics for steering committee appointees include:,P
10,0,0,19,0,0,sentence,1,Strategic thinkers;,P
10,0,0,54,0,0,sentence,1,Committed to the concept of multi-sector partnerships;,P
10,0,0,52,0,0,sentence,1,Knowledgeable about digital libraries and resources;,P
10,0,0,42,0,0,sentence,1,Knowledgeable about government structures;,P
10,0,0,44,0,0,sentence,1,Respected by their communities; influential;,P
10,0,0,37,0,0,sentence,1,Able to take a consultative approach;,P
12,0,0,87,0,1,mixed,1,Able to devote time to Steering Committee business: approximately one day per month for,P
10,0,0,63,0,0,lower,0,meetings plus 2-3 working days per month on related activities.,P
10,1,0,7,1,0,mixed,0,5. Term,H3
10,0,0,91,0,0,mixed,0,Expected term on the Steering Committee is the time required to complete development of the,P
10,0,0,87,0,0,mixed,0,business plan plus two months. This process is expected to take approximately 6 months.,P
10,1,0,8,1,0,mixed,0,6. Chair,H3
10,0,0,72,0,0,mixed,0,Chair will be appointed by the Board of the Ontario Library Association.,P
10,0,0,18,0,0,mixed,0,Role of the Chair:,P
10,0,0,104,0,0,sentence,0,In addition to the characteristics for appointees (4.2) the role of the chair will be as a process agent,P
10,0,0,96,0,0,mixed,0,"working with the selected consultant(s), OLA, and the Steering Committee to prepare the business",P
10,0,0,101,0,0,mixed,0,plan. The chair must be able to devote 5-8 days per month on activities related to the preparation of,P
10,0,0,79,0,0,lower,0,"the business plan, and communications to stakeholders, funders, and government.",P
10,1,0,11,1,0,mixed,0,7. Meetings,H3
10,0,0,99,0,0,sentence,0,It is expected that in person meetings are held once per month and the majority of business will be,P
10,0,0,40,0,0,lower,0,"conducted by e-mail, and teleconference.",P
10,1,0,44,1,0,mixed,0,8. Lines of Accountability and Communication,H3
10,0,0,94,1,0,mixed,0,"8.1 The Steering Committee is accountable to the Province of Ontario, and to its business plan",P
10,0,0,8,0,0,lower,0,funders.,P
10,0,0,104,1,0,mixed,0,8.2 The role of the Ontario Library Association is to assume responsibility for funds contributed by the,P
10,0,0,86,0,0,mixed,0,"ODL funders to finance the business plan, to hold the funds in a separate account, and",P
10,0,0,82,0,0,mixed,0,disperse them for purposes as directed by the Steering Committee. OLA will provide,P
10,0,0,82,0,0,mixed,0,financial reports to the Steering Committee as requested and shall comply with all,P
10,0,0,52,0,0,lower,0,government reporting regulations for funds received.,P
7.6,1,1,57,0,0,mixed,0,RFP: To Develop the Ontario Digital Library Business Plan,P
7.6,1,1,10,0,0,sentence,0,March 2003,P
9,1,1,8,0,0,mixed,0,12121212,P
10,0,0,94,1,0,mixed,0,8.3 The Steering Committee is accountable to its constituent groups and other stakeholders for,P
10,0,0,86,0,0,mixed,0,ongoing communications and consultation on issues and progress. The Steering committee,P
10,0,0,92,0,0,mixed,0,is responsible for strong liaison with government particularly the Chief Information Officer,P
10,0,0,54,0,0,mixed,0,"Community Services Cluster, ADMs and Deputy Ministers.",P
10,1,0,40,1,0,mixed,0,9. Financial and Administrative Policies,H3
10,0,0,57,1,0,mixed,0,9.1 Service on the Steering Committee is non-remunerative,P
10,0,0,94,1,0,mixed,0,9.2 Travel and meeting expenses for Steering Committee members are reimbursed according to the,P
10,0,0,43,0,0,mixed,0,policies of the Ontario Library Association,P
10,0,0,25,1,0,mixed,0,9.3 Conflict of Interest:,P
10,0,0,94,0,0,mixed,0,The ODL Steering Committee will function according to standard conflict of interest guidelines,P
10,0,0,90,0,0,lower,0,"ensuring that members, their immediate family members, or their places of employment, will",P
10,0,0,88,0,0,mixed,0,not benefit financially from the decisions the Steering Committee might make. As a first,P
10,0,0,97,0,0,mixed,0,"order of business, the Steering Committee will be expected to adopt a conflict of interest policy",P
10,0,0,62,0,0,lower,0,statement and procedural guidelines that will govern its work.,P
7.6,1,1,57,0,0,mixed,0,RFP: To Develop the Ontario Digital Library Business Plan,P
7.6,1,1,10,0,0,sentence,0,March 2003,P
9,1,1,8,0,0,mixed,0,13131313,P
12,1,0,11,0,1,mixed,0,Appendix C:,H2
12,1,0,36,0,1,mixed,0,ODLs Envisioned Electronic Resources,P
10,0,0,97,0,0,mixed,0,The purpose of the ODL is to provide equal access to information for all Ontario citizens through,P
10,0,0,86,0,0,mixed,0,collaboration and resource sharing. ODL will be a portal - capable of customization as,P
10,0,0,90,0,0,lower,0,"a home page for local libraries - to organized, comprehensive, authoritative and validated",P
10,0,0,98,0,0,mixed,0,e-information resources to meet the needs of all Ontario citizens at all stages and in all aspects,P
10,0,0,49,0,0,mixed,0,"of their education, life and work. Some examples:",P
10,0,0,22,1,0,mixed,0,1. Reference Resources,P
10,0,0,93,0,0,lower,1,"- directories: companies, associations, organizations, governments, educational institutions,",P
10,0,0,9,0,0,lower,0,etc. etc.,P
10,0,0,31,0,0,lower,1,"- almanacs, country information",P
10,0,0,39,0,0,lower,1,"- dictionaries, thesauri, encyclopedias",P
10,0,0,21,0,0,lower,0,-consumer information,P
10,0,0,14,0,0,lower,1,"- phone books,",P
10,0,0,37,0,0,lower,1,"- travel guides, entertainment guides",P
10,0,0,21,0,0,lower,1,- weather information,P
10,0,0,18,0,0,lower,1,- media/newspapers,P
10,0,0,44,0,0,lower,1,"- leisure time, recreational activity guides",P
10,0,0,35,0,0,lower,1,- indexing and abstracting services,P
10,0,0,22,0,0,lower,1,"- currency converters,",P
10,0,0,28,0,0,lower,1,- virtual reference services,P
10,0,0,30,0,0,lower,0,-vocational/career information,P
10,0,0,24,0,0,lower,0,-internet search engines,P
10,0,0,27,0,0,lower,0,-current awareness services,P
10,0,0,17,1,0,mixed,0,2. Subject Guides,P
10,0,0,20,0,0,lower,0,-arts and humanities,P
10,0,0,24,0,0,lower,1,- business and economics,P
10,0,0,11,0,0,lower,1,- education,P
10,0,0,22,0,0,lower,0,-recreation and sports,P
10,0,0,43,0,0,lower,0,"-entertainment - games, activities for kids",P
10,0,0,19,0,0,lower,0,-health information,P
10,0,0,23,0,0,lower,0,-science and technology,P
10,0,0,16,0,0,lower,0,-social sciences,P
10,0,0,20,0,0,lower,0,-society and culture,P
10,0,0,24,1,0,mixed,0,3. Educational tool-kits,P
10,0,0,68,0,0,lower,0,"-guides to information gathering methodologies, information literacy",P
10,0,0,13,0,0,lower,0,-study guides,P
10,0,0,24,0,0,lower,0,-study skill development,P
10,0,0,20,0,0,lower,0,-web-based curricula,P
10,0,0,23,0,0,lower,0,-internet search guides,P
10,0,0,36,1,0,mixed,0,"4. Journals, books, maps, music etc.",P
7.6,1,1,57,0,0,mixed,0,RFP: To Develop the Ontario Digital Library Business Plan,P
7.6,1,1,10,0,0,sentence,0,March 2003,P
9,1,1,8,0,0,mixed,0,14141414,P
24,1,0,8,0,1,sentence,0,Overview,H1
24,1,0,27,0,1,mixed,0,Foundation Level Extensions,H1
12,0,0,11,0,1,sentence,0,Version 1.0,P
18,0,0,51,0,1,mixed,0,International Software Testing Qualifications Board,H1
10,0,0,16,0,0,mixed,0,Copyright Notice,P
10,0,0,93,0,0,sentence,0,"This document may be copied in its entirety, or extracts made, if the source is acknowledged.",P
12,0,0,8,0,1,sentence,0,Overview,P
10,0,0,39,0,0,mixed,0,Foundation Level Extension Agile Tester,P
10,0,0,13,0,0,sentence,0,International,P
10,0,0,16,0,0,mixed,0,Software Testing,P
10,0,0,20,0,0,mixed,0,Qualifications Board,P
10,0,0,89,0,0,mixed,0,Copyright International Software Testing Qualifications Board (hereinafter called ISTQB).,P
10,0,0,12,0,0,sentence,0,Version 2014,P
10,0,0,12,0,0,sentence,0,Page 2 of 12,P
10,0,0,12,0,0,sentence,0,"May 31, 2014",P
6,0,0,51,0,0,mixed,0,International Software Testing Qualifications Board,P
12,0,0,8,0,1,sentence,0,Overview,P
10,0,0,39,0,0,mixed,0,Foundation Level Extension Agile Tester,P
10,0,0,13,0,0,sentence,0,International,P
10,0,0,16,0,0,mixed,0,Software Testing,P
10,0,0,20,0,0,mixed,0,Qualifications Board,P
16,1,0,16,0,1,mixed,0,Revision History,H2
10,1,0,7,0,0,sentence,0,Remarks,P
10,0,0,15,0,0,sentence,0,Initial version,P
10,0,0,25,0,0,mixed,0,WG reviewed and confirmed,P
10,0,0,30,0,0,lower,0,amended population and diagram,P
